wave error_scale res_scale
3400.0 0.013041875857510377 0.0053584762987714816
3402.0 0.012989929179781257 0.0048537774921175647
3404.0 0.012938242111744103 0.004402534272238464
3406.0 0.012886813666085573 0.0040037505909555878
3408.0 0.012835642859215568 0.0036562772705284177
3410.0 0.012784728708396642 0.0033586435582061407
3412.0 0.012734070228589189 0.0031088561242187227
3414.0 0.012683666441347441 0.0029042032037647843
3416.0 0.012633516360978092 0.0027411239833266222
3418.0 0.012583619010939628 0.0026152068335712954
3420.0 0.012533973409375676 0.0025213504391474253
3422.0 0.012484578579176286 0.0024540658837907459
3424.0 0.01243543354271992 0.002407845605964797
3426.0 0.012386537322043978 0.0023775081503674676
3428.0 0.012337888941601705 0.002358451288039735
3430.0 0.012289487428660095 0.0023467891729295498
3432.0 0.012241331806279732 0.0023393859245957049
3434.0 0.012193421102949742 0.002333816134465044
3436.0 0.012145754347670845 0.0023282843638327516
3438.0 0.012098330567624771 0.0023215286366494768
3440.0 0.012051148793347011 0.0023127239215842209
3442.0 0.012004208058669974 0.0023013940880598437
3444.0 0.011957507392139632 0.0022873357371198185
3446.0 0.011911045827133648 0.00227055434898736
3448.0 0.011864822401975061 0.0022512117173923997
3450.0 0.011818836148250966 0.0022295830616504029
3452.0 0.011773086102607522 0.0022060221231853935
3454.0 0.01172757130507307 0.0021809327098720431
3456.0 0.011682290791043215 0.0021547453834882798
3458.0 0.011637243603644265 0.0021278982670712709
3460.0 0.011592428782165598 0.0021008211764802602
3462.0 0.011547845369761944 0.0020739225146882176
3464.0 0.011503492408422744 0.0020475785459540879
3466.0 0.011459368945310189 0.0020221248004582142
3468.0 0.011415474021504224 0.0019978494852981345
3470.0 0.011371806688174502 0.0019749888409053753
3472.0 0.011328365994330625 0.0019537243986151556
3474.0 0.011285150985372638 0.0019341821135339275
3476.0 0.011242160714914462 0.0019164332972341363
3478.0 0.011199394234751026 0.0019004972247909516
3480.0 0.011156850597984658 0.001886345230182675
3482.0 0.011114528857518735 0.0018739060291152951
3484.0 0.011072428072083085 0.0018630719756800257
3486.0 0.011030547296826398 0.0018537059127440214
3488.0 0.01098888559158695 0.0018456482848403096
3490.0 0.010947442015208253 0.0018387241926498736
3492.0 0.010906215631763416 0.0018327501147130843
3494.0 0.01086520549986858 0.0018275400827118039
3496.0 0.01082441068655271 0.0018229111358981048
3498.0 0.010783830255263638 0.0018186879722990117
3500.0 0.010743463275503018 0.0018147067509042395
3502.0 0.010703308812736623 0.0018108180402646402
3504.0 0.010663365939365121 0.0018068889709581843
3506.0 0.010623633725259651 0.0018028046394524
3508.0 0.010584111240945049 0.0017984688596695783
3510.0 0.010544797566097941 0.0017938043372565178
3512.0 0.010505691770617887 0.0017887523600889966
3514.0 0.010466792935829972 0.0017832720934525892
3516.0 0.010428100137403362 0.0017773395472818298
3518.0 0.010389612456293662 0.0017709462915750909
3520.0 0.010351328976895502 0.0017640979895596751
3522.0 0.010313248778345496 0.0017568127864516789
3524.0 0.010275370947908868 0.001749119612365276
3526.0 0.010237694571969769 0.0017410564423753702
3528.0 0.010200218736315492 0.0017326685362477167
3530.0 0.010162942534009289 0.0017240067055614714
3532.0 0.010125865054050109 0.0017151256207265102
3534.0 0.010088985387739058 0.0017060821907014965
3536.0 0.010052302631976318 0.0016969340381700652
3538.0 0.010015815883377854 0.0016877380816099896
3540.0 0.0099795242366269576 0.0016785492549638804
3542.0 0.0099434267913238727 0.0016694193630234437
3544.0 0.0099075226530658256 0.0016603961015731637
3546.0 0.0098718109186393121 0.0016515222403252039
3548.0 0.0098362906963131991 0.0016428349796629561
3550.0 0.0098009610913720735 0.0016343654865551807
3552.0 0.0097658212095552699 0.0016261386039409058
3554.0 0.0097308701630538508 0.0016181727318497691
3556.0 0.0096961070623251544 0.0016104798729952127
3558.0 0.0096615310197591953 0.0016030658302410459
3560.0 0.0096271411504176285 0.0015959305403739506
3562.0 0.0095929365685663015 0.0015890685274584507
3564.0 0.009558916396741779 0.0015824694539218708
3566.0 0.0095250797531036824 0.0015761187525062596
3568.0 0.0094914257614675535 0.0015699983119293423
3570.0 0.0094579535411014604 0.0015640871978423385
3572.0 0.0094246622198852492 0.0015583623864635098
3574.0 0.0093915509270914299 0.0015527994939544094
3576.0 0.0093586187872460869 0.0015473734747340807
3578.0 0.0093258649370113744 0.0015420592882706772
3580.0 0.0092932885047787295 0.001536832505848949
3582.0 0.0092608886277787406 0.0015316698546239337
3584.0 0.0092286644405419338 0.0015265496921411709
3586.0 0.0091966150841926719 0.0015214524000228885
3588.0 0.0091647396966152428 0.0015163607013804451
3590.0 0.0091330374214635412 0.0015112598915985515
3592.0 0.0091015074040967647 0.0015061379944393584
3594.0 0.0090701487868614095 0.0015009858354500219
3596.0 0.0090389607219663048 0.0014957970478061315
3598.0 0.0090079423575275541 0.0014905680059163632
3600.0 0.008977092846407686 0.0014852977020869611
3602.0 0.008946411340900795 0.0014799875632149956
3604.0 0.0089158969975358104 0.001474641227930353
3606.0 0.0088855489761954232 0.0014692642798975
3608.0 0.0088553664335790927 0.0014638639559098241
3610.0 0.0088253485343443572 0.0014584488263132962
3612.0 0.0087954944399086799 0.0014530284690179715
3614.0 0.0087658033187949513 0.001447613131504848
3616.0 0.008736274336712313 0.0014422134008287414
3618.0 0.0087069066639173798 0.0014368398806225754
3620.0 0.0086776994737078894 0.0014315028844045577
3622.0 0.0086486519394384231 0.0014262121533765548
3624.0 0.0086197632369078292 0.001420976601785143
3626.0 0.0085910325434781498 0.0014158040948121402
3628.0 0.0085624590407178403 0.0014107012626171534
3630.0 0.0085340419117869715 0.0014056733552912399
3632.0 0.0085057803385382158 0.0014007241363687742
3634.0 0.0084776735093896605 0.001395855820916116
3636.0 0.008449720612532019 0.001391069051156701
3638.0 0.0084219208371223431 0.001386362916451589
3640.0 0.0083942733796220637 0.0013817350065575028
3642.0 0.0083667774313482823 0.0013771815051608137
3644.0 0.0083394321910361668 0.0013726973088856386
3646.0 0.0083122368586998618 0.0013682761787255306
3648.0 0.0082851906342398252 0.0013639109089918625
3650.0 0.0082582927200007816 0.0013595935168679079
3652.0 0.0082315423252339315 0.0013553154432458512
3654.0 0.0082049386559504001 0.0013510677585996762
3656.0 0.0081784809220835086 0.0013468413729810608
3658.0 0.0081521683360676889 0.001342627242034562
3660.0 0.0081260001122132053 0.001338416565155043
3662.0 0.0080999754696051696 0.0013342009732638131
3664.0 0.0080740936224401594 0.0013299726981372566
3666.0 0.0080483537959992191 0.0013257247252514625
3668.0 0.008022755211555932 0.0013214509274534871
3670.0 0.0079972970962387535 0.0013171461720895851
3672.0 0.0079719786751013544 0.0013128064060407402
3674.0 0.0079467991803028326 0.0013084287126109049
3676.0 0.0079217578431780566 0.0013040113469173832
3678.0 0.0078968538999220073 0.0012995537437096153
3680.0 0.0078720865855075317 0.0012950564997240342
3682.0 0.0078474551391707337 0.0012905213347462416
3684.0 0.0078229588040699127 0.0012859510292237957
3686.0 0.0077985968222833435 0.001281349341403564
3688.0 0.0077743684392430623 0.0012767209108814437
3690.0 0.0077502729058380737 0.0012720711410503915
3692.0 0.0077263094692909817 0.0012674060741177347
3694.0 0.0077024773840150829 0.0012627322544799104
3696.0 0.007678775905560542 0.0012580565846071936
3698.0 0.0076552042886532945 0.0012533861803123707
3700.0 0.0076317617980805608 0.0012487282235862994
3702.0 0.0076084476934283884 0.001244089817062912
3704.0 0.0075852612365849836 0.0012394778478380575
3706.0 0.0075622016992156205 0.0012348988556503523
3708.0 0.0075392683450274944 0.0012303589117357541
3710.0 0.0075164604521376077 0.0012258635147955367
3712.0 0.0074937772889427379 0.0012214174952260993
3714.0 0.0074712181331904048 0.0012170249428612122
3716.0 0.0074487822640776358 0.0012126891459911388
3718.0 0.0074264689631036163 0.0012084125512807249
3720.0 0.0074042775115117365 0.0012041967436682412
3722.0 0.0073822071958886681 0.0012000424428060973
3724.0 0.0073602573056916754 0.0011959495174292403
3726.0 0.0073384271304917092 0.0011919170193553678
3728.0 0.0073167159630713741 0.0011879432305020238
3730.0 0.0072951230980322634 0.0011840257272424097
3732.0 0.0072736478358024215 0.0011801614554958692
3734.0 0.0072522894728592746 0.0011763468185235211
3736.0 0.0072310473142920273 0.0011725777710078742
3738.0 0.0072099206659288484 0.0011688499208476805
3740.0 0.0071889088307841575 0.001165158635994878
3742.0 0.0071680111228715759 0.001161499149492178
3744.0 0.0071472268529362282 0.0011578666672691796
3746.0 0.0071265553352475308 0.0011542564707451137
3748.0 0.0071059958895602904 0.0011506640157109662
3750.0 0.0070855478314797438 0.0011470850230259723
3752.0 0.0070652104849955322 0.0011435155629827298
3754.0 0.0070449831752341652 0.0011399521268372341
3756.0 0.0070248652291695635 0.0011363916893054348
3758.0 0.0070048559747988293 0.0011328317585828525
3760.0 0.0069849547433022963 0.0011292704130641592
3762.0 0.0069651608725393999 0.0011257063259882724
3764.0 0.0069454736974705611 0.001122138776934322
3766.0 0.006925892557063662 0.0011185676484116224
3768.0 0.0069064167920487307 0.0011149934136459119
3770.0 0.0068870457486696068 0.0011114171097216814
3772.0 0.0068677787735396123 0.0011078403013022413
3774.0 0.0068486152134425993 0.0011042650320809172
3776.0 0.0068295544229499683 0.0011006937721821117
