wave error_scale res_scale
3778.0 0.0068105957562920594 0.0010971293525876967
3780.0 0.0067917385686939724 0.0010935748998692353
3782.0 0.006772982219615642 0.0010900337600577641
3784.0 0.0067543260721834031 0.0010865094271762532
3786.0 0.0067357694890688435 0.0010830054623914573
3788.0 0.0067173118368373252 0.0010795254234307221
3790.0 0.0066989524852090199 0.0010760727869294896
3792.0 0.0066806908082810423 0.0010726508815443875
3794.0 0.0066625261752903953 0.0010692628188329061
3796.0 0.0066444579680648985 0.0010659114410732317
3798.0 0.0066264855638280551 0.001062599264522124
3800.0 0.0066086083457719269 0.0010593284396657532
3802.0 0.0065908256965485634 0.0010561007142339809
3804.0 0.0065731370008847989 0.001052917413963052
3806.0 0.0065555416553308987 0.0010497794240305507
3808.0 0.0065380390449831793 0.0010466871842589494
3810.0 0.0065206285667613884 0.0010436406980798543
3812.0 0.006503309619574793 0.0010406395433854433
3814.0 0.0064860816006842015 0.0010376828984029393
3816.0 0.0064689439130631854 0.0010347695716066514
3818.0 0.0064518959597421599 0.0010318980434047861
3820.0 0.0064349371523064747 0.0010290665058695771
3822.0 0.0064180668970550414 0.0010262729181090237
3824.0 0.0064012846076195729 0.0010235150588142729
3826.0 0.0063845896963243831 0.0010207905789167443
3828.0 0.0063679815852424326 0.001018097064610667
3830.0 0.0063514596900517972 0.0010154320896747662
3832.0 0.0063350234358665602 0.0010127932751597044
3834.0 0.0063186722478860702 0.0010101783393435925
3836.0 0.0063024055508833499 0.0010075851484405622
3838.0 0.0062862227792095382 0.001005011763474872
3840.0 0.0062701233633504216 0.0010024564747127889
3842.0 0.0062541067379981996 0.00099991783880305687
3844.0 0.0062381723421367496 0.00099739469952900284
3846.0 0.0062223196167963124 0.00099488621029643104
3848.0 0.0062065480040018883 0.00099239184088454236
3850.0 0.0061908569473700936 0.00098991138158844661
3852.0 0.0061752459004651428 0.00098744493594169098
3854.0 0.0061597143071878691 0.00098499290909097987
3856.0 0.006144261627753167 0.00098255598768093354
3858.0 0.0061288873143325873 0.00098013511053509673
3860.0 0.0061135908243272752 0.00097773143883164715
3862.0 0.0060983716204816574 0.0009753463167747233
3864.0 0.0060832291655970039 0.00097298122345765726
3866.0 0.0060681629275052273 0.00097063773899603027
3868.0 0.0060531723717360819 0.00096831748499773848
3870.0 0.0060382569735963898 0.00096602208118960243
3872.0 0.0060234162026517879 0.0009637530943612453
3874.0 0.0060086495361701964 0.00096151198962833042
3876.0 0.0059939564563364911 0.00095930008547440604
3878.0 0.0059793364426354856 0.00095711851086930386
3880.0 0.0059647889773373208 0.00095496816499802072
3882.0 0.0059503135484249015 0.00095284968561964252
3884.0 0.0059359096470359418 0.00095076342061918128
3886.0 0.0059215767633702399 0.00094870940651534889
3888.0 0.005907314391009777 0.00094668735469715314
3890.0 0.0058931220270608264 0.00094469664910336619
3892.0 0.0058789991704486511 0.00094273633749937307
3894.0 0.0058649453249302042 0.0009408051508297601
3896.0 0.0058509599942340174 0.00093890151769331054
3898.0 0.0058370426861245051 0.00093702358178311684
3900.0 0.0058231929095597934 0.00093516924373529878
3902.0 0.0058094101767380835 0.00093333619046036091
3904.0 0.005795694003211338 0.00093152193945627204
3906.0 0.0057820439043325678 0.00092972389284071393
3908.0 0.0057684594018780899 0.0009279393832530554
3910.0 0.0057549400179937038 0.00092616573216518943
3912.0 0.0057414852782358139 0.00092440030567418564
3914.0 0.0057280947088997891 0.00092264057669340805
3916.0 0.0057147678390094825 0.00092088417252442591
3918.0 0.0057015042043815356 0.00091912894681402081
3920.0 0.0056883033409178552 0.00091737301893007103
3922.0 0.005675164782360298 0.00091561483496070553
3924.0 0.0056620880708067034 0.00091385320994999669
3926.0 0.0056490727484117542 0.00091208736422387123
3928.0 0.005636118363810283 0.00091031696630771417
3930.0 0.005623224459981202 0.00090854215596313187
3932.0 0.0056103905912152641 0.0009067635634261305
3934.0 0.0055976163084494601 0.00090498232295362991
3936.0 0.0055849011675661586 0.00090320007468880782
3938.0 0.0055722447277446463 0.00090141895989648247
3940.0 0.0055596465493010783 0.00089964160950626009
3942.0 0.0055471061943421773 0.00089787111315534128
3944.0 0.0055346232275326201 0.0008961109936882468
3946.0 0.0055221972199603897 0.00089436516547711361
3948.0 0.0055098277412071184 0.00089263788244742833
3950.0 0.0054975143627302714 0.00089093368752754044
3952.0 0.0054852566624674637 0.00088925734578044384
3954.0 0.005473054217105755 0.00088761377543108489
3956.0 0.0054609066083628477 0.00088600797896060156
3958.0 0.0054488134195480598 0.00088444496199341707
3960.0 0.0054367742353349513 0.00088292965018951048
3962.0 0.0054247886440919046 0.0008814668171139193
3964.0 0.005412856238109498 0.00088006099228579661
3966.0 0.0054009766082288024 0.00087871638722021529
3968.0 0.0053891493513731348 0.00087743681299400664
3970.0 0.0053773740664269098 0.00087622560810628886
3972.0 0.0053656503538377365 0.00087508556936982229
3974.0 0.0053539778153890438 0.00087401888540639507
3976.0 0.0053423560582928076 0.0008730270859811204
3978.0 0.0053307846903578593 0.00087211098747624091
3980.0 0.0053192633198477779 0.00087127066404516309
3982.0 0.0053077915667358866 0.00087050540882493532
3984.0 0.005296369038831017 0.00086981372573156446
3986.0 0.0052849953561064922 0.00086919331838096307
3988.0 0.0052736701417188669 0.00086864109244931249
3990.0 0.0052623930150446085 0.0008681531752427927
3992.0 0.0052511636048677701 0.00086772494194116455
3994.0 0.0052399815367039082 0.00086735104953634512
3996.0 0.0052288464415255476 0.00086702548458388745
3998.0 0.0052177579527779017 0.00086674162075888372
4000.0 0.0052067157035935452 0.00086649228185641013
4002.0 0.0051957193325904427 0.00086626981541097802
4004.0 0.0051847684825077067 0.00086606616757928126
4006.0 0.005173862791650663 0.00086587296788158939
4008.0 0.0051630019065953547 0.0008656816183356098
4010.0 0.0051521854749410068 0.00086548338000482276
4012.0 0.0051414131457931944 0.0008652694675942629
4014.0 0.0051306845712133509 0.00086503114104263855
4016.0 0.005119999405536646 0.0008647597956068663
4018.0 0.0051093573075036147 0.00086444705275930003
4020.0 0.0050987579325862953 0.0008640848468858248
4022.0 0.005088200945550625 0.00086366550858696237
4024.0 0.005077686011162541 0.00086318184535878718
4026.0 0.0050672127940742939 0.00086262721029667301
4028.0 0.0050567809640540418 0.00086199557403433434
4030.0 0.0050463901909267861 0.00086128158351259532
4032.0 0.0050360401502871355 0.00086048061784455162
4034.0 0.0050257305153138532 0.00085958883041535453
4036.0 0.0050154609665469252 0.00085860319262155802
4038.0 0.0050052311845263375 0.00085752151941226491
4040.0 0.0049950408532595247 0.00085634249655931738
4042.0 0.0049848896545938715 0.00085506568987949165
4044.0 0.0049747772791306488 0.00085369155426392822
4046.0 0.0049647034157942471 0.00085222142685213156
4048.0 0.0049546677586249643 0.00085065752007389974
4050.0 0.0049446699987925058 0.00084900290010834882
4052.0 0.0049347098379541876 0.00084726145753036156
4054.0 0.00492478697051979 0.00084543787472955289
4056.0 0.0049149011028362111 0.00084353758393338829
4058.0 0.0049050519371860446 0.00084156671453809782
4060.0 0.0048952391784382598 0.00083953203870781444
4062.0 0.0048854625347019009 0.00083744090672419167
4064.0 0.0048757217220725124 0.00083530118180510102
4066.0 0.0048660164459874977 0.00083312116152421147
4068.0 0.0048563464272035617 0.00083090950611442067
4070.0 0.004846711380821489 0.00082867515004642837
4072.0 0.0048371110271148154 0.00082642722203836927
4074.0 0.0048275450913877194 0.00082417495458363198
4076.0 0.0048180132949084964 0.0008219275982333219
4078.0 0.0048085153647150491 0.00081969432923541599
4080.0 0.0047990510313695722 0.00081748416433575783
4082.0 0.0047896200244110787 0.00081530587245922628
4084.0 0.0047802220777271032 0.00081316788865710857
4086.0 0.0047708569265694223 0.00081107823546176891
4088.0 0.0047615243091456705 0.00080904444431129736
4090.0 0.0047522239674435696 0.00080707348540813172
4092.0 0.0047429556389033678 0.00080517170263817088
4094.0 0.0047337190751193248 0.00080334475461038405
4096.0 0.0047245140166864985 0.00080159756732838157
4098.0 0.0047153402151138835 0.00079993428867978708
4100.0 0.0047061974205746537 0.00079835826011519012
4102.0 0.0046970853876757701 0.00079687199233026277
4104.0 0.0046880038695178428 0.00079547715244146922
4106.0 0.0046789526271311388 0.00079417456195821589
4108.0 0.0046699314152647275 0.00079296420036937512
4110.0 0.0046609400038448712 0.00079184522684366625
4112.0 0.0046519781487859291 0.00079081600201903529
4114.0 0.0046430456191330904 0.0007898741246280314
4116.0 0.004634142184073653 0.00078901647423887378
4118.0 0.0046252676138465176 0.0007882392613277647
4120.0 0.0046164216807369485 0.00078753808679024064
4122.0 0.004607604160014489 0.00078690800176803386
4124.0 0.0045988148271192131 0.00078634357807489286
4126.0 0.0045900534635450185 0.00078583897844201661
4128.0 0.0045813198454425219 0.00078538803256713858
4130.0 0.0045726137612689399 0.00078498431057077045
4132.0 0.0045639349949340158 0.00078462120320643139
4134.0 0.0045552833311433005 0.00078429199396017968
4136.0 0.0045466585604287957 0.00078398993874305141
4138.0 0.0045380604761078303 0.00078370833468618831
4140.0 0.0045294888679450196 0.00078344059275985991
4142.0 0.0045209435342599136 0.00078318030265053416
4144.0 0.0045124242710130602 0.0007829212935045205
4146.0 0.0045039308830610025 0.00078265769383254781
4148.0 0.0044954631618452368 0.00078238397744306604
4150.0 0.0044870209197824806 0.00078209501313002388
4152.0 0.0044786039570112735 0.00078178610239084854
4154.0 0.0044702120846977778 0.00078145301107652326
4156.0 0.0044618451118196845 0.00078109199648780821
4158.0 0.00445350284877577 0.00078069982496257442
4160.0 0.0044451851106543927 0.00078027378685093787
4162.0 0.0044368917104407046 0.00077981170141053647
4164.0 0.0044286224685379239 0.00077931191614176562
4166.0 0.0044203772022513022 0.00077877330073521415
4168.0 0.0044121557345704332 0.00077819523514254094
4170.0 0.0044039578882291153 0.00077757759018781182
4172.0 0.0043957834877232926 0.00077692070360629189
4174.0 0.0043876323632048297 0.00077622535532620028
4176.0 0.0043795043400507438 0.00077549272892842339
4178.0 0.0043713992517382394 0.00077472438042831501
4180.0 0.0043633169302381702 0.00077392219450467378
4182.0 0.0043552572118983335 0.00077308834252993227
4184.0 0.0043472199309917414 0.00077222523968879927
4186.0 0.0043392049269641575 0.00077133549391803847
4188.0 0.0043312120439509272 0.00077042186001373305
4190.0 0.0043232411199483067 0.00076948719225458466
4192.0 0.0043152919993758587 0.0007685343954813474
4194.0 0.0043073645322806442 0.00076756637711115243
4196.0 0.0042994585624001047 0.00076658600129646595
4198.0 0.0042915739412876519 0.00076559604950687224
4200.0 0.0042837105216335658 0.0007645991703769166
4202.0 0.0042758681561281264 0.00076359785187225565
4204.0 0.0042680466985132171 0.00076259438170194122
4206.0 0.0042602460070497727 0.00076159081672992873
4208.0 0.0042524659409650667 0.00076058895966342249
4210.0 0.0042447063624706516 0.00075959033740685624
4212.0 0.0042369671310780177 0.00075859618748551556
4214.0 0.0042292481121535275 0.0007576074429621369
4216.0 0.0042215491720298814 0.00075662473067113841
4218.0 0.0042138701777219012 0.00075564837181361325
4220.0 0.004206210999996074 0.00075467838700308404
4222.0 0.0041985715107273336 0.00075371450182921431
4224.0 0.0041909515789200213 0.00075275617255940756
4226.0 0.0041833510835829202 0.00075180259811341295
4228.0 0.0041757698980688929 0.00075085274427651606
4230.0 0.0041682079029499164 0.00074990537876804941
4232.0 0.0041606649775758342 0.00074895909390078461
4234.0 0.0041531410021491411 0.00074801234884163531
4236.0 0.0041456358621019263 0.00074706349819851951
4238.0 0.0041381494401662167 0.0007461108361911463
4240.0 0.0041306816245594291 0.00074515263426575495
4242.0 0.0041232322995483628 0.00074418717679430684
4244.0 0.0041158013624738032 0.00074321280552598515
4246.0 0.0041083886966077898 0.00074222795732490894
4248.0 0.0041009942026164481 0.00074123119297532286
4250.0 0.0040936177696266896 0.00074022124750959843
4252.0 0.004086259296229855 0.00073919704476227844
4254.0 0.0040789186799372601 0.00073815774666770057
4256.0 0.004071595821272922 0.00073710276002037628
4258.0 0.0040642906212440266 0.00073603177073731962
4260.0 0.0040570029833304488 0.0007349447606738959
4262.0 0.0040497328099036167 0.00073384201915932675
4264.0 0.0040424800070582023 0.00073272415018812639
4266.0 0.0040352444828783973 0.00073159208273303948
4268.0 0.0040280261464999967 0.00073044706475261468
4270.0 0.0040208249092756887 0.00072929066399363184
4272.0 0.0040136406812791847 0.00072812474796873255
4274.0 0.004006473379348563 0.00072695147721279802
4276.0 0.0039993229155470544 0.00072577328470819547
4278.0 0.0039921892074517018 0.0007245928493334351
4280.0 0.0039850721724405958 0.00072341306783679576
4282.0 0.0039779717324961439 0.00072223702736060459
4284.0 0.0039708878062469921 0.00072106796386624619
4286.0 0.0039638203192566834 0.00071990923010302975
4288.0 0.0039567691918307446 0.00071876425483280806
4290.0 0.0039497343512948646 0.00071763649707355908
4292.0 0.0039427157242926114 0.00071652940654669934
4294.0 0.0039357132399402417 0.00071544637939572068
4296.0 0.003928726827467699 0.00071439071676913804
4298.0 0.0039217564179807596 0.00071336557559961602
4300.0 0.0039148019434946946 0.00071237393524215258
4302.0 0.0039078633391795847 0.00071141855147374624
4304.0 0.0039009405383012563 0.00071050192381735301
4306.0 0.0038940334798667209 0.0007096262594889828
4308.0 0.0038871421031103637 0.00070879344090173232
4310.0 0.0038802663446517727 0.00070800500843446845
4312.0 0.0038734061447200929 0.00070726212442866665
4314.0 0.0038665614504225232 0.00070656556829990413
4316.0 0.0038597322001976409 0.00070591572096410785
4318.0 0.0038529183422610913 0.00070531255459179874
4320.0 0.0038461198200820945 0.00070475563641314066
4322.0 0.0038393365829847426 0.0007042441286081296
4324.0 0.0038325685806910315 0.00070377680247020815
4326.0 0.0038258157594839304 0.00070335204510396361
4328.0 0.0038190780747981989 0.00070296788669832726
4330.0 0.0038123554765263634 0.0007026220179107976
4332.0 0.0038056479216663774 0.00070231181821063667
4334.0 0.0037989553625550343 0.00070203439293897447
4336.0 0.0037922777544849851 0.0007017865998953795
4338.0 0.0037856150594564042 0.00070156508932804704
4340.0 0.0037789672338988112 0.00070136634565824295
4342.0 0.0037723342369133661 0.00070118672296082436
4344.0 0.0037657160325750283 0.00070102249115972794
4346.0 0.0037591125803260184 0.00070086987287373555
4348.0 0.0037525238452928988 0.00070072508623244525
4350.0 0.0037459497933696184 0.00070058438984721546
4352.0 0.003739390388375341 0.00070044411653731164
4354.0 0.0037328455995861987 0.00070030070919498393
4356.0 0.0037263153953972505 0.00070015076380189995
4358.0 0.0037197997441467123 0.00069999105155925498
4360.0 0.0037132986134338353 0.00069981855788856515
4362.0 0.0037068119822265544 0.00069963050020599373
4364.0 0.0037003398181525426 0.00069942435725305334
4366.0 0.0036938820979628417 0.00069919788377187885
4368.0 0.0036874387935768027 0.00069894912673976726
4370.0 0.003681009885298181 0.00069867643716907933
4372.0 0.0036745953461547742 0.00069837847590914492
4374.0 0.0036681951575872063 0.00069805421871285168
4376.0 0.0036618092988192075 0.00069770295613504302
4378.0 0.0036554377501829549 0.00069732428619351684
4380.0 0.0036490804907600705 0.0006969181157843509
4382.0 0.0036427375040659626 0.00069648463590076524
4384.0 0.003636408776742428 0.00069602432189883208
4386.0 0.0036300942896900779 0.00069553791054471242
4388.0 0.0036237940308581074 0.00069502637967468271
4390.0 0.0036175079856946013 0.00069449093229304048
4392.0 0.0036112361426035022 0.00069393297294667122
4394.0 0.0036049784899034876 0.00069335407902837757
4396.0 0.0035987350161690301 0.00069275598169250005
4398.0 0.0035925057140957506 0.00069214053628055008
4400.0 0.0035862905721160132 0.00069150969934462982
4402.0 0.0035800895857960313 0.00069086550055399846
4404.0 0.0035739027480019558 0.00069021001699059764
4406.0 0.0035677300481609109 0.00068954535111939903
4408.0 0.0035615714892003325 0.00068887360333956982
4410.0 0.0035554270627358164 0.00068819685278324536
4412.0 0.0035492967645041062 0.00068751713406039517
4414.0 0.0035431805958126006 0.00068683641800350531
4416.0 0.0035370785534496463 0.00068615659846529701
4418.0 0.0035309906393479196 0.00068547947185554868
4420.0 0.0035249168508926232 0.00068480672818127834
4422.0 0.0035188571887942999 0.00068413993834423408
4424.0 0.0035128116609826066 0.000683480547914455
4426.0 0.0035067802654396019 0.00068282986898040362
4428.0 0.0035007630072527718 0.00068218908040804788
4430.0 0.0034947598902022037 0.00068155922280994864
4432.0 0.0034887709238091702 0.00068094119969322323
4434.0 0.0034827961078747194 0.00068033578246778329
4436.0 0.0034768354560696935 0.00067974361199450381
4438.0 0.0034708889708667812 0.00067916520907961107
4440.0 0.0034649566647146912 0.00067860097507469635
4442.0 0.0034590385457704542 0.00067805120512069803
4444.0 0.0034531346239816685 0.00067751610067090658
4446.0 0.0034472449100633185 0.00067699576660746903
4448.0 0.0034413694158956787 0.00067649023570015272
4450.0 0.0034355081544674704 0.00067599947160634679
4452.0 0.0034296611370052688 0.00067552338086447475
4454.0 0.003423828380022087 0.00067506182232776059
4456.0 0.0034180098952560911 0.00067461461443218496
4458.0 0.0034122056993908245 0.00067418154917686744
4460.0 0.0034064158096498431 0.00067376239397523585
4462.0 0.0034006402404429537 0.00067335690316589099
4464.0 0.0033948790076578916 0.00067296481868209322
4466.0 0.0033891321321846135 0.00067258588005288285
4468.0 0.003383399630678241 0.0006722198246126639
4470.0 0.003377681524767695 0.00067186638779375774
4472.0 0.0033719778309944104 0.00067152530780065049
4474.0 0.0033662885709304646 0.00067119632252322296
4476.0 0.0033606137670290082 0.00067087917173505639
4478.0 0.0033549534409189619 0.0006705735883696393
4480.0 0.0033493076126660526 0.00067027930178069155
4482.0 0.003343676305490817 0.00066999603106908498
4484.0 0.0033380595414485015 0.00066972347947079434
4486.0 0.0033324573502682142 0.00066946133171805894
4488.0 0.0033268697486334986 0.00066920924708358431
4490.0 0.0033212967665861015 0.00066896685506773364
4492.0 0.0033157384290234404 0.00066873375083154301
4494.0 0.0033101947608713544 0.00066850948937923101
4496.0 0.0033046657907220833 0.00066829358114599952
4498.0 0.0032991515445814912 0.00066808548924410553
4500.0 0.0032936520480859599 0.00066788462496296678
4502.0 0.0032881673310498627 0.0006676903465074142
4504.0 0.0032826974247655016 0.00066750195881764814
4506.0 0.0032772423536187034 0.00066731871222543582
4508.0 0.0032718021504933859 0.00066713980094094722
4510.0 0.0032663768434986196 0.00066696437152197945
4512.0 0.0032609664657741178 0.00066679151878044343
4514.0 0.0032555710450878905 0.00066662029658048601
4516.0 0.0032501906144659642 0.00066644971814813704
4518.0 0.0032448252044332548 0.00066627876661666432
4520.0 0.0032394748483568492 0.00066610639999008486
4522.0 0.0032341395801722683 0.00066593155943258753
4524.0 0.0032288194302907414 0.0006657531810557722
4526.0 0.0032235144348646827 0.00066557020220262236
